_CREATOR_URI_USER,_CREATION_DATE,_LAST_UPDATE_URI_USER,_LAST_UPDATE_DATE,_MODEL_VERSION,_UI_VERSION,_IS_COMPLETE,_SUBMISSION_DATE,_MARKED_AS_COMPLETE_DATE,PROVERTY_STATUS,HH07_FUTURE,LOCATION_LNG,HOUSEHOLD_REF,LOCATION_LAT,STATUS,LOCATION_ALT,HH05,HH04,MEMBER_NO_CHILD_FEMALE,HH06,HH01,LOCATION_ACC,MEMBER_NO_ADOLESCENT_FEMALE,HH03,MEMBER_NO_ADULT_FEMALE,SEX_OF_INTERVIEWEE,HH02,MEMBER_NO_CHILD_MALE,HH07_DONE,MEMBER_NO_ADULT_MALE,MEMBER_NO_ADOLESCENT_MALE,hh0,hh,wealth,select0,select,psu,psu0,psu1,id,district,upazila,union,vwc,ultrapoor,poor,nonpoor,
"shahidur","2012-12-18 12:38:40.0","0","2012-12-18 12:38:40.0","0","0","1","2012-12-18 12:38:40.0","2012-12-18 12:38:40.0","up","0","0","0970207","0","0","0","E","E","2","E","E","0","0","E","1","F","D","3","E","1","0","0","7","up","0","2","97","0","97","0970207","Netrakona","Purbadhala","Kholishaur","Gauania","50","144","39"
"shahidur","2012-12-18 15:22:59.0","0","2012-12-18 15:22:59.0","0","0","1","2012-12-18 15:22:59.0","2012-12-18 15:22:59.0","up","0","90.5849379000","0970209","24.8933487000","0","0.0000000000","B","B","2","E","E","2862.0000000000","1","D","1","F","E","2","E","1","0","0","9","up","0","2","97","0","97","0970209","Netrakona","Purbadhala","Kholishaur","Gauania","50","144","39"
"shahidur","2012-12-18 15:25:40.0","0","2012-12-18 15:25:40.0","0","0","1","2012-12-18 15:25:40.0","2012-12-18 15:25:40.0","np","0","90.5849379000","0970220","24.8933487000","0","0.0000000000","B","B","0","E","E","2862.0000000000","0","D","2","F","E","1","E","1","0","","20","np","0","2","97","0","97","0970220","Netrakona","Purbadhala","Kholishaur","Gauania","50","144","39"
"ramzan","2012-12-18 17:27:32.0","0","2012-12-18 17:27:32.0","0","0","1","2012-12-18 17:27:32.0","2012-12-18 17:27:32.0","up","C","90.3777300000","0220104","24.3827070000","0","0.0000000000","A","A","1","B","C","2187.0000000000","0","B","2","F","C","1","0","2","0","0","4","up","0","1","22","0","22","0220104","Mymensingh","Bhaluka","Khachena","Kadegore-2","29","27","183"
"ramzan","2012-12-18 17:30:23.0","0","2012-12-18 17:30:23.0","0","0","1","2012-12-18 17:30:23.0","2012-12-18 17:30:23.0","np","0","90.3777300000","0220126","24.3827070000","0","0.0000000000","A","A","0","B","C","2187.0000000000","0","C","2","F","C","1","D","1","0","","26","np","0","1","22","0","22","0220126","Mymensingh","Bhaluka","Khachena","Kadegore-2","29","27","183"
"hannan","2012-12-18 17:04:05.0","0","2012-12-18 17:04:05.0","0","0","1","2012-12-18 17:04:05.0","2012-12-18 17:04:05.0","up","C","89.5013220000","0250101","25.0515658000","0","0.0000000000","D","C","0","E","C","4140.0000000000","0","D","1","F","D","2","0","1","0","0","1","up","0","1","25","0","25","0250101","Bogra","Sonatoal","Sonatola Sodor","Chaknondon","29","43","135"
"hannan","2012-12-18 17:09:06.0","0","2012-12-18 17:09:06.0","0","0","1","2012-12-18 17:09:06.0","2012-12-18 17:09:06.0","up","C","89.5013220000","0250102","25.0515658000","0","0.0000000000","B","B","0","D","C","4140.0000000000","0","B","1","F","D","1","0","1","1","0","2","up","0","1","25","0","25","0250102","Bogra","Sonatoal","Sonatola Sodor","Chaknondon","29","43","135"
"swapon","2012-12-18 17:06:48.0","0","2012-12-18 17:06:48.0","0","0","1","2012-12-18 17:06:48.0","2012-12-18 17:06:48.0","up","0","89.8752538000","0390103","22.9078214000","0","0.0000000000","A","B","1","B","A","3206.0000000000","1","A","2","F","A","1","A","2","0","0","3","up","0","1","39","0","39","0390103","Gopalgonj","Tungipara","Gopalpur","Chaprail","1","63","34"
"swapon","2012-12-18 17:09:37.0","0","2012-12-18 17:09:37.0","0","0","1","2012-12-18 17:09:37.0","2012-12-18 17:09:37.0","up","0","89.8847182000","0390106","22.9020857000","0","0.0000000000","A","B","1","B","A","3206.0000000000","0","A","2","F","A","1","C","1","0","0","6","up","0","1","39","0","39","0390106","Gopalgonj","Tungipara","Gopalpur","Chaprail","1","63","34"
"swapon","2012-12-18 17:12:12.0","0","2012-12-18 17:12:12.0","0","0","1","2012-12-18 17:12:12.0","2012-12-18 17:12:12.0","pp","0","89.8847182000","0390113","22.9020857000","0","0.0000000000","A","B","0","B","A","3206.0000000000","0","B","2","F","B","1","E","1","0","","13","pp","0","1","39","0","39","0390113","Gopalgonj","Tungipara","Gopalpur","Chaprail","1","63","34"
"swapon","2012-12-18 17:14:46.0","0","2012-12-18 17:14:46.0","0","0","1","2012-12-18 17:14:46.0","2012-12-18 17:14:46.0","pp","0","89.8847182000","0390114","22.9020857000","0","0.0000000000","A","A","0","B","B","3206.0000000000","0","B","2","F","A","1","E","3","0","","14","pp","0","1","39","0","39","0390114","Gopalgonj","Tungipara","Gopalpur","Chaprail","1","63","34"
"swapon","2012-12-18 17:16:36.0","0","2012-12-18 17:16:36.0","0","0","1","2012-12-18 17:16:36.0","2012-12-18 17:16:36.0","pp","0","89.8847182000","0390116","22.9020857000","0","0.0000000000","A","B","0","B","B","3206.0000000000","1","A","1","F","A","0","A","1","2","","16","pp","0","1","39","0","39","0390116","Gopalgonj","Tungipara","Gopalpur","Chaprail","1","63","34"
"swapon","2012-12-18 17:18:30.0","0","2012-12-18 17:18:30.0","0","0","1","2012-12-18 17:18:30.0","2012-12-18 17:18:30.0","pp","0","89.8847182000","0390117","22.9020857000","0","0.0000000000","A","A","2","B","A","3206.0000000000","0","A","2","F","A","1","C","2","0","","17","pp","0","1","39","0","39","0390117","Gopalgonj","Tungipara","Gopalpur","Chaprail","1","63","34"
"swapon","2012-12-18 17:20:44.0","0","2012-12-18 17:20:44.0","0","0","1","2012-12-18 17:20:44.0","2012-12-18 17:20:44.0","pp","0","89.8847182000","0390118","22.9020857000","0","0.0000000000","A","A","2","B","B","3206.0000000000","0","B","2","F","A","1","E","1","0","","18","pp","0","1","39","0","39","0390118","Gopalgonj","Tungipara","Gopalpur","Chaprail","1","63","34"
"swapon","2012-12-18 17:23:50.0","0","2012-12-18 17:23:50.0","0","0","1","2012-12-18 17:23:50.0","2012-12-18 17:23:50.0","np","0","89.8847182000","0390126","22.9020857000","0","0.0000000000","A","A","1","B","B","3206.0000000000","1","B","2","F","B","1","C","4","1","","26","np","0","1","39","0","39","0390126","Gopalgonj","Tungipara","Gopalpur","Chaprail","1","63","34"
"shahjahan","2012-12-18 21:01:51.0","0","2012-12-18 21:01:51.0","0","0","1","2012-12-18 21:01:51.0","2012-12-18 21:01:51.0","pp","0","90.5500146000","0070110","23.9276712000","0","0.0000000000","B","A","0","C","B","2017.0000000000","0","D","1","F","B","0","C","2","0","","10","pp","0","1","07","00","7","0070110","Gazipur","Kaligonj","Kaligonj","Tomolia-1","35","91","132"
"shahjahan","2012-12-18 21:07:04.0","0","2012-12-18 21:07:04.0","0","0","1","2012-12-18 21:07:04.0","2012-12-18 21:07:04.0","0","0","90.5500146000","0070111","23.9276712000","0","0.0000000000","B","A","0","A","A","2017.0000000000","0","B","2","F","A","0","B","2","0","","11","pp","0","1","07","00","7","0070111","Gazipur","Kaligonj","Kaligonj","Tomolia-1","35","91","132"
"shahjahan","2012-12-18 21:11:24.0","0","2012-12-18 21:11:24.0","0","0","1","2012-12-18 21:11:24.0","2012-12-18 21:11:24.0","pp","E","90.5500146000","0070112","23.9276712000","0","0.0000000000","B","A","0","E","A","2017.0000000000","0","B","1","F","A","0","0","1","2","","12","pp","0","1","07","00","7","0070112","Gazipur","Kaligonj","Kaligonj","Tomolia-1","35","91","132"
"shahjahan","2012-12-18 21:14:37.0","0","2012-12-18 21:14:37.0","0","0","1","2012-12-18 21:14:37.0","2012-12-18 21:14:37.0","pp","0","90.5500146000","0070113","23.9276712000","0","0.0000000000","D","C","1","E","A","2017.0000000000","1","E","1","F","B","0","E","1","1","","13","pp","0","1","07","00","7","0070113","Gazipur","Kaligonj","Kaligonj","Tomolia-1","35","91","132"
"shahjahan","2012-12-18 21:19:07.0","0","2012-12-18 21:19:07.0","0","0","1","2012-12-18 21:19:07.0","2012-12-18 21:19:07.0","np","0","90.5500146000","0070119","23.9276712000","0","0.0000000000","B","A","0","B","A","2017.0000000000","0","C","2","F","D","0","C","3","0","","19","np","0","1","07","00","7","0070119","Gazipur","Kaligonj","Kaligonj","Tomolia-1","35","91","132"
"shahjahan","2012-12-18 21:22:06.0","0","2012-12-18 21:22:06.0","0","0","1","2012-12-18 21:22:06.0","2012-12-18 21:22:06.0","np","0","90.5500146000","0070120","23.9276712000","0","0.0000000000","A","A","0","A","A","2017.0000000000","0","B","1","F","B","0","B","2","1","","20","np","0","1","07","00","7","0070120","Gazipur","Kaligonj","Kaligonj","Tomolia-1","35","91","132"
"shahjahan","2012-12-18 21:25:07.0","0","2012-12-18 21:25:07.0","0","0","1","2012-12-18 21:25:07.0","2012-12-18 21:25:07.0","np","0","90.5500146000","0070121","23.9276712000","0","0.0000000000","B","A","0","C","C","2017.0000000000","0","B","3","M","C","2","C","3","1","","21","np","0","1","07","00","7","0070121","Gazipur","Kaligonj","Kaligonj","Tomolia-1","35","91","132"
"hafizur","2012-12-19 11:23:49.0","0","2012-12-19 11:23:49.0","0","0","1","2012-12-19 11:23:49.0","2012-12-19 11:23:49.0","np","A","89.5766008951","0090124","23.6105924731","0","-26.0000000000","A","B","0","D","B","5.0000000000","0","D","4","M","B","2","","4","0","","24","np","0","1","09","00","9","0090124","Rajbari","Baliakandi","Jamalpur","Vati khalkula-1","6","55","95"
"shahidur","2012-12-19 08:55:57.0","0","2012-12-19 08:55:57.0","0","0","1","2012-12-19 08:55:57.0","2012-12-19 08:55:57.0","pp","0","90.5973850000","0970212","24.9145403000","0","0.0000000000","B","A","1","C","E","2803.0000000000","0","D","2","F","E","0","E","1","0","","12","pp","0","2","97","0","97","0970212","Netrakona","Purbadhala","Kholishaur","Gauania","50","144","39"
"shahidur","2012-12-19 10:47:12.0","0","2012-12-19 10:47:12.0","0","0","1","2012-12-19 10:47:12.0","2012-12-19 10:47:12.0","pp","0","90.5849379000","0970214","24.8933487000","0","0.0000000000","B","A","0","E","E","2862.0000000000","2","D","1","F","E","3","E","1","0","","14","pp","0","2","97","0","97","0970214","Netrakona","Purbadhala","Kholishaur","Gauania","50","144","39"
"shahidur","2012-12-19 10:14:46.0","0","2012-12-19 10:14:46.0","0","0","1","2012-12-19 10:14:46.0","2012-12-19 10:14:46.0","np","0","90.5849379000","0970222","24.8933487000","0","0.0000000000","B","A","1","B","E","2862.0000000000","0","A","2","F","E","0","E","1","1","","22","np","0","2","97","0","97","0970222","Netrakona","Purbadhala","Kholishaur","Gauania","50","144","39"
"shahidur","2012-12-19 11:11:46.0","0","2012-12-19 11:11:46.0","0","0","1","2012-12-19 11:11:46.0","2012-12-19 11:11:46.0","np","0","90.5849379000","0970223","24.8933487000","0","0.0000000000","B","A","3","C","E","2862.0000000000","0","D","2","F","E","3","E","2","1","","23","np","0","2","97","0","97","0970223","Netrakona","Purbadhala","Kholishaur","Gauania","50","144","39"
"shahidur","2012-12-19 09:48:25.0","0","2012-12-19 09:48:25.0","0","0","1","2012-12-19 09:48:25.0","2012-12-19 09:48:25.0","np","0","0","0970227","0","0","0","A","A","0","B","B","0","2","C","1","F","D","1","C","1","0","","27","np","0","2","97","0","97","0970227","Netrakona","Purbadhala","Kholishaur","Gauania","50","144","39"
"hafizur","2012-12-19 11:33:33.0","0","2012-12-19 11:33:33.0","0","0","1","2012-12-19 11:33:33.0","2012-12-19 11:33:33.0","up","B","89.5895422000","0090101","23.6155288000","0","0.0000000000","A","C","1","C","D","3701.0000000000","1","D","1","F","D","0","0","1","0","0","1","up","0","1","09","00","9","0090101","Rajbari","Baliakandi","Jamalpur","Vati khalkula-1","6","55","95"
"hafizur","2012-12-19 12:19:28.0","0","2012-12-19 12:19:28.0","0","0","1","2012-12-19 12:19:28.0","2012-12-19 12:19:28.0","up","","89.5895422000","0090103","23.6155288000","0","0.0000000000","A","B","1","A","B","3701.0000000000","0","A","1","F","C","0","C","1","0","0","3","up","0","1","09","00","9","0090103","Rajbari","Baliakandi","Jamalpur","Vati khalkula-1","6","55","95"
"hafizur","2012-12-19 12:06:27.0","0","2012-12-19 12:06:27.0","0","0","1","2012-12-19 12:06:27.0","2012-12-19 12:06:27.0","pp","C","89.5895422000","0090115","23.6155288000","0","0.0000000000","A","A","1","C","B","3701.0000000000","0","A","2","F","C","1","0","2","0","","15","pp","0","1","09","00","9","0090115","Rajbari","Baliakandi","Jamalpur","Vati khalkula-1","6","55","95"
"hannan","2012-12-19 12:13:45.0","0","2012-12-19 12:13:45.0","0","0","1","2012-12-19 12:13:45.0","2012-12-19 12:13:45.0","up","C","89.5212468399","0250103","25.0311311679","0","-43.0000000000","B","B","0","B","A","80.0000000000","0","B","1","F","D","0","0","1","0","0","3","up","0","1","25","0","25","0250103","Bogra","Sonatoal","Sonatola Sodor","Chaknondon","29","43","135"
"hannan","2012-12-19 16:20:03.0","0","2012-12-19 16:20:03.0","0","0","1","2012-12-19 16:20:03.0","2012-12-19 16:20:03.0","up","C","89.5202166204","0250104","25.0296672915","0","-13.0000000000","B","C","0","B","A","25.0000000000","0","B","1","F","D","0","0","1","0","0","4","up","0","1","25","0","25","0250104","Bogra","Sonatoal","Sonatola Sodor","Chaknondon","29","43","135"
"kamruzzaman","2013-02-12 15:04:52.0","0","2013-02-12 15:04:52.0","0","0","1","2013-02-12 15:04:52.0","2013-02-12 15:04:52.0","up","0","89.1634184000","0910307","22.7815704000","0","0.0000000000","B","B","0","B","A","4235.0000000000","0","B","1","F","A","2","C","1","0","0","7","up","0","3","91","0","91","0910307","Satkhira","Tala","Dhandia","Uttar Sharsha-2","115","34","34"
"kamruzzaman","2013-02-12 15:12:40.0","0","2013-02-12 15:12:40.0","0","0","1","2013-02-12 15:12:40.0","2013-02-12 15:12:40.0","up","0","89.1634184000","0910308","22.7815704000","0","0.0000000000","B","B","1","B","C","4235.0000000000","0","D","1","F","C","0","C","1","0","0","8","up","0","3","91","0","91","0910308","Satkhira","Tala","Dhandia","Uttar Sharsha-2","115","34","34"
"kamruzzaman","2013-02-12 15:15:43.0","0","2013-02-12 15:15:43.0","0","0","1","2013-02-12 15:15:43.0","2013-02-12 15:15:43.0","up","0","89.1634184000","0910309","22.7815704000","0","0.0000000000","B","B","0","D","D","4235.0000000000","0","D","2","F","C","1","C","1","0","0","9","up","0","3","91","0","91","0910309","Satkhira","Tala","Dhandia","Uttar Sharsha-2","115","34","34"
"kamruzzaman","2013-02-12 15:22:32.0","0","2013-02-12 15:22:32.0","0","0","1","2013-02-12 15:22:32.0","2013-02-12 15:22:32.0","pp","C","89.1634184000","0910312","22.7815704000","0","0.0000000000","B","B","1","B","C","4235.0000000000","0","B","1","F","C","0","0","1","1","","12","pp","0","3","91","0","91","0910312","Satkhira","Tala","Dhandia","Uttar Sharsha-2","115","34","34"
"shahidur","2012-12-19 13:01:52.0","0","2012-12-19 13:01:52.0","0","0","1","2012-12-19 13:01:52.0","2012-12-19 13:01:52.0","pp","0","90.5860314033","0970217","24.8992859740","0","-25.0000000000","B","B","1","E","E","35.0000000000","0","D","2","F","E","2","C","2","1","","17","pp","0","2","97","0","97","0970217","Netrakona","Purbadhala","Kholishaur","Gauania","50","144","39"
"shahidur","2012-12-19 12:02:11.0","0","2012-12-19 12:02:11.0","0","0","1","2012-12-19 12:02:11.0","2012-12-19 12:02:11.0","np","0","90.5849379000","0970224","24.8933487000","0","0.0000000000","D","C","2","E","E","2862.0000000000","1","D","1","F","E","1","C","1","0","","24","np","0","2","97","0","97","0970224","Netrakona","Purbadhala","Kholishaur","Gauania","50","144","39"
"shahidur","2012-12-19 14:28:09.0","0","2012-12-19 14:28:09.0","0","0","1","2012-12-19 14:28:09.0","2012-12-19 14:28:09.0","np","0","90.5849379000","0970226","24.8933487000","0","0.0000000000","B","A","0","C","E","2862.0000000000","0","B","1","F","E","0","C","2","0","","26","np","0","2","97","0","97","0970226","Netrakona","Purbadhala","Kholishaur","Gauania","50","144","39"
"aman","2013-02-12 15:35:58.0","0","2013-02-12 15:35:58.0","0","0","1","2013-02-12 15:35:58.0","2013-02-12 15:35:58.0","0","0","91.7905505000","0890126","22.6902227000","0","0.0000000000","A","A","0","A","A","2080.0000000000","0","B","3","F","D","2","D","2","0","","26","np","0","1","89","0","89","0890126","Chittagong","Fatickchari","Dowlotpur","Babu Nagor-2","37","143","30"
"aman","2013-02-12 15:35:58.0","0","2013-02-12 15:35:58.0","0","0","1","2013-02-12 15:35:58.0","2013-02-12 15:35:58.0","0","0","91.7905505000","0890126","22.6902227000","0","0.0000000000","A","A","0","A","A","2080.0000000000","0","B","3","F","D","2","D","2","0","","26","np","0","1","89","0","89","0890126","Chittagong","Fatickchari","Dowlotpur","Babu Nagor-1","48","123","69"
"jahurul","2012-12-19 14:45:41.0","0","2012-12-19 14:45:41.0","0","0","1","2012-12-19 14:45:41.0","2012-12-19 14:45:41.0","0","0","0","0380206","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","up","0","2","38","0","38","0380206","Tangail","Modhupur","Solakuri","Hagurakuri-2","26","78","66"
"swapon","2012-12-19 15:15:38.0","0","2012-12-19 15:15:38.0","0","0","1","2012-12-19 15:15:38.0","2012-12-19 15:15:38.0","up","B","89.8847182000","0390102","22.9020857000","0","0.0000000000","A","A","0","B","A","3206.0000000000","0","A","1","F","A","3","0","1","0","0","2","up","0","1","39","0","39","0390102","Gopalgonj","Tungipara","Gopalpur","Chaprail","1","63","34"
"swapon","2012-12-19 15:17:53.0","0","2012-12-19 15:17:53.0","0","0","1","2012-12-19 15:17:53.0","2012-12-19 15:17:53.0","up","B","89.8847182000","0390105","22.9020857000","0","0.0000000000","A","B","0","C","B","3206.0000000000","1","A","1","F","A","1","0","1","0","0","5","up","0","1","39","0","39","0390105","Gopalgonj","Tungipara","Gopalpur","Chaprail","1","63","34"
"swapon","2012-12-19 15:19:56.0","0","2012-12-19 15:19:56.0","0","0","1","2012-12-19 15:19:56.0","2012-12-19 15:19:56.0","up","0","89.8847182000","0390107","22.9020857000","0","0.0000000000","A","B","0","B","B","3206.0000000000","0","B","1","F","A","0","E","1","2","0","7","up","0","1","39","0","39","0390107","Gopalgonj","Tungipara","Gopalpur","Chaprail","1","63","34"
"swapon","2012-12-19 15:22:06.0","0","2012-12-19 15:22:06.0","0","0","1","2012-12-19 15:22:06.0","2012-12-19 15:22:06.0","up","B","89.8847182000","0390108","22.9020857000","0","0.0000000000","A","B","0","B","B","3206.0000000000","1","A","2","F","A","0","0","1","1","0","8","up","0","1","39","0","39","0390108","Gopalgonj","Tungipara","Gopalpur","Chaprail","1","63","34"
"swapon","2012-12-19 15:24:14.0","0","2012-12-19 15:24:14.0","0","0","1","2012-12-19 15:24:14.0","2012-12-19 15:24:14.0","up","A","89.8847182000","0390109","22.9020857000","0","0.0000000000","A","B","0","B","B","3206.0000000000","0","A","1","F","A","1","0","2","0","0","9","up","0","1","39","0","39","0390109","Gopalgonj","Tungipara","Gopalpur","Chaprail","1","63","34"
"swapon","2012-12-19 15:26:08.0","0","2012-12-19 15:26:08.0","0","0","1","2012-12-19 15:26:08.0","2012-12-19 15:26:08.0","pp","0","89.8847182000","0390111","22.9020857000","0","0.0000000000","A","A","1","B","B","3206.0000000000","0","B","2","F","A","0","B","2","0","","11","pp","0","1","39","0","39","0390111","Gopalgonj","Tungipara","Gopalpur","Chaprail","1","63","34"
"swapon","2012-12-19 15:27:55.0","0","2012-12-19 15:27:55.0","0","0","1","2012-12-19 15:27:55.0","2012-12-19 15:27:55.0","pp","0","89.8847182000","0390112","22.9020857000","0","0.0000000000","A","B","2","B","B","3206.0000000000","1","B","2","F","A","0","E","1","1","","12","pp","0","1","39","0","39","0390112","Gopalgonj","Tungipara","Gopalpur","Chaprail","1","63","34"
"swapon","2012-12-19 15:29:43.0","0","2012-12-19 15:29:43.0","0","0","1","2012-12-19 15:29:43.0","2012-12-19 15:29:43.0","np","B","89.8847182000","0390120","22.9020857000","0","0.0000000000","A","B","1","B","B","3206.0000000000","0","A","1","F","A","1","0","2","0","","20","np","0","1","39","0","39","0390120","Gopalgonj","Tungipara","Gopalpur","Chaprail","1","63","34"
"swapon","2012-12-19 15:32:09.0","0","2012-12-19 15:32:09.0","0","0","1","2012-12-19 15:32:09.0","2012-12-19 15:32:09.0","np","C","89.8847182000","0390121","22.9020857000","0","0.0000000000","A","B","0","B","A","3206.0000000000","1","B","2","F","D","1","0","1","2","","21","np","0","1","39","0","39","0390121","Gopalgonj","Tungipara","Gopalpur","Chaprail","1","63","34"
"harun","2013-02-12 15:37:16.0","0","2013-02-12 15:37:16.0","0","0","1","2013-02-12 15:37:16.0","2013-02-12 15:37:16.0","up","C","90.9805004000","0960206","24.0670334000","0","0.0000000000","C","A","0","E","B","1931.0000000000","1","D","1","F","D","0","0","0","0","0","6","up","0","2","96","0","96","0960206","Kishoregonj","Bhairab","Shibpur","Jamalpur west para-2","36","82","65"
"shahidur","2012-12-19 14:50:54.0","0","2012-12-19 14:50:54.0","0","0","1","2012-12-19 14:50:54.0","2012-12-19 14:50:54.0","pp","0","90.5849379000","0970213","24.8933487000","0","0.0000000000","B","A","0","C","E","2862.0000000000","1","B","1","F","E","0","C","2","0","","13","pp","0","2","97","0","97","0970213","Netrakona","Purbadhala","Kholishaur","Gauania","50","144","39"
"shahidur","2012-12-19 15:11:38.0","0","2012-12-19 15:11:38.0","0","0","1","2012-12-19 15:11:38.0","2012-12-19 15:11:38.0","np","0","90.5973850000","0970219","24.9145403000","0","0.0000000000","B","A","0","E","A","2803.0000000000","0","D","1","F","B","1","E","1","0","","19","np","0","2","97","0","97","0970219","Netrakona","Purbadhala","Kholishaur","Gauania","50","144","39"
"shariful","2012-12-19 15:55:07.0","0","2012-12-19 15:55:07.0","0","0","1","2012-12-19 15:55:07.0","2012-12-19 15:55:07.0","up","A","91.1137339000","0130103","23.5249707000","0","0.0000000000","A","A","1","B","C","2304.0000000000","2","A","1","F","B","1","0","1","1","0","3","up","0","1","13","0","13","0130103","Comilla","Burichong","Solanal","Berajal","7","44","34"
"shariful","2012-12-19 16:06:45.0","0","2012-12-19 16:06:45.0","0","0","1","2012-12-19 16:06:45.0","2012-12-19 16:06:45.0","pp","B","91.1137339000","0130110","23.5249707000","0","0.0000000000","A","A","1","B","A","2304.0000000000","1","A","1","F","A","1","0","1","1","","10","pp","0","1","13","0","13","0130110","Comilla","Burichong","Solanal","Berajal","7","44","34"
